Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Z165049856,O=C1NC(=O)c2c(/C/1=C/Nc1sc3c(n1)cc(cc3)S(=O)(=O)/N=C/1\CCCCCN1)cccc2,C23H21N5O4S2,495.57,34,15,0.22,4,6,3,138.95,166.24,2.86,3.07,3.40,3.20,3.68,3.24,-4.91,6.11e-03,1.23e-05,Moderately soluble,-6.23,2.93e-04,5.92e-07,Poorly soluble,-7.73,9.19e-06,1.85e-08,Poorly soluble,Low,No,No,No,No,Yes,No,No,-7.14,0,2,1,1,1,0.55,0,3,1,3.87
Z29513015,O=C(c1n[nH]c(=O)c2c1cccc2)N1CCN(CC1)S(=O)(=O)c1c(C)c(C)cc(c1C)C,C23H26N4O4S,454.54,32,16,0.35,4,6,1,130.97,111.82,2.99,2.66,2.62,2.32,3.37,2.79,-4.44,1.65e-02,3.63e-05,Moderately soluble,-4.66,9.95e-03,2.19e-05,Moderately soluble,-6.83,6.75e-05,1.49e-07,Poorly soluble,High,No,No,No,No,Yes,No,Yes,-7.18,0,1,0,0,0,0.55,0,0,1,3.43
Z24153148,C[C@H]1CCc2c(C1)sc1c2c(N)nc(n1)S[C@H](c1nc2ccccc2c(=O)[nH]1)C,C21H21N5OS2,423.55,29,19,0.33,3,4,2,121.00,151.09,3.12,4.62,4.17,3.27,5.47,4.13,-5.66,9.19e-04,2.17e-06,Moderately soluble,-7.52,1.28e-05,3.03e-08,Poorly soluble,-7.31,2.09e-05,4.93e-08,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-5.60,0,0,1,1,1,0.55,0,0,2,4.43
Z24597066,C[C@@H](c1nc2ccccc2c(=O)[nH]1)Sc1nnc2n1c1ccccc1c(=O)n2c1ccccc1C,C26H20N6O2S,480.54,35,29,0.12,4,5,1,137.99,123.24,3.31,4.18,4.11,4.05,4.13,3.96,-5.80,7.58e-04,1.58e-06,Moderately soluble,-6.48,1.60e-04,3.34e-07,Poorly soluble,-8.75,8.60e-07,1.79e-09,Poorly soluble,High,No,Yes,No,No,Yes,No,No,-6.26,0,2,0,0,0,0.55,0,0,2,4.10
Z26481475,O=C(Cn1[nH]c(=O)c2c(c1=O)cccc2)Nc1ccc(c(c1)S(=O)(=O)Nc1ccc(cc1C)C)C,C25H24N4O5S,492.55,35,22,0.16,7,5,3,135.94,138.51,2.82,3.15,3.75,2.77,3.35,3.17,-4.88,6.47e-03,1.31e-05,Moderately soluble,-5.73,9.20e-04,1.87e-06,Moderately soluble,-8.72,9.28e-07,1.88e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.07,0,2,0,1,0,0.55,0,0,1,3.66
Z28463398,CC(N(C(=O)CCCn1c(=O)c2cccc3c2c(c1=O)ccc3)Cc1nc2ccccc2c(=O)[nH]1)C,C28H26N4O4,482.53,36,23,0.25,8,5,1,141.59,105.13,3.73,3.23,3.25,3.31,5.16,3.73,-4.81,7.45e-03,1.54e-05,Moderately soluble,-5.11,3.74e-03,7.75e-06,Moderately soluble,-8.86,6.60e-07,1.37e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.95,0,2,0,0,0,0.55,0,0,2,3.26
Z96093358,Cc1ccc(cc1)S(=O)(=O)NC1=C/C(=N\S(=O)(=O)c2c(C)cc(cc2C)C)/c2c(C1=O)cccc2,C26H24N2O5S2,508.61,35,18,0.15,5,6,1,135.40,126.50,2.17,5.05,6.32,2.82,4.53,4.18,-6.23,3.03e-04,5.95e-07,Poorly soluble,-7.45,1.81e-05,3.56e-08,Poorly soluble,-9.48,1.70e-07,3.34e-10,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-5.82,1,3,0,1,1,0.55,1,1,2,4.38
Z4927215230,O=C([C@H]1ON=C(C1)c1cccnc1)NC[C@@H]1[C@H]2CCC[C@@H]1N(C2)c1nc2ccccc2c(=O)[nH]1,C25H26N6O3,458.51,34,16,0.40,6,6,2,134.61,112.57,2.45,1.77,1.47,2.03,3.12,2.17,-3.75,8.15e-02,1.78e-04,Soluble,-3.75,8.12e-02,1.77e-04,Soluble,-6.61,1.13e-04,2.46e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.84,0,1,0,0,0,0.55,0,0,1,5.67
Z4927217912,O[C@H]1CCC[C@@H]1C(=O)N1C[C@]23[C@](C1)(CCC2)CN(C3)C(=O)c1ccc2n(c1)c(=O)[nH]n2,C22H27N5O4,425.48,31,9,0.64,4,5,2,119.31,111.01,2.56,0.27,-0.12,2.06,0.92,1.14,-2.60,1.07e+00,2.52e-03,Soluble,-2.16,2.93e+00,6.88e-03,Soluble,-2.91,5.25e-01,1.23e-03,Soluble,High,No,No,No,No,No,No,No,-8.70,0,0,0,0,0,0.55,0,0,1,4.88
Z4927219879,O=c1[nH]ncc(c1)C(=O)NC[C@@H]1c2ccccc2CCN1C(=O)c1cccc2c1[nH]c(=O)o2,C23H19N5O5,445.43,33,21,0.17,6,6,3,121.73,141.16,2.04,0.71,0.67,1.68,2.90,1.60,-3.12,3.35e-01,7.52e-04,Soluble,-3.25,2.49e-01,5.59e-04,Soluble,-7.19,2.89e-05,6.49e-08,Poorly soluble,High,No,Yes,No,Yes,No,No,No,-8.51,0,0,1,1,0,0.55,0,0,1,3.88
Z4927220432,O=C(Cc1cnc2c(c1)cccc2)N[C@@H]1CC[C@@H]2C[C@H]1CN2C(=O)c1ccc2n(c1)c(=O)[nH]n2,C25H24N6O3,456.50,34,19,0.32,6,5,2,129.84,112.46,2.65,1.41,1.54,2.57,2.03,2.04,-3.58,1.21e-01,2.65e-04,Soluble,-3.38,1.92e-01,4.21e-04,Soluble,-6.25,2.58e-04,5.66e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.08,0,0,0,0,0,0.55,0,0,1,4.78
Z4927221041,[O-][n+]1cccc(c1)C(=O)N1CCC2([C@H](C1)CNC(=O)c1ccc3c(c1)nn[nH]3)CCOCC2,C23H26N6O4,450.49,33,15,0.43,6,6,2,124.43,125.67,1.40,0.31,0.90,1.90,1.12,1.12,-2.77,7.67e-01,1.70e-03,Soluble,-2.51,1.39e+00,3.08e-03,Soluble,-4.85,6.42e-03,1.43e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.83,0,0,0,0,0,0.55,0,2,1,4.06
Z4927221122,O=C(c1cccnc1)NC[C@H]1CC2(CN1C(=O)c1cc3ccccc3c(=O)[nH]1)CCOCC2,C25H26N4O4,446.50,33,16,0.36,6,5,2,126.94,104.39,2.99,1.56,1.98,1.59,3.38,2.30,-3.55,1.25e-01,2.79e-04,Soluble,-3.36,1.94e-01,4.34e-04,Soluble,-7.04,4.09e-05,9.16e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.92,0,0,0,0,0,0.55,0,0,1,4.01
Z4927221844,O=C(N1C[C@]23[C@](C1)(CCC2)CN(C3)c1nnnn1c1ccccc1)c1ccc2n(c1)c(=O)[nH]n2,C23H23N9O2,457.49,34,20,0.39,4,6,1,128.98,117.31,2.82,1.48,0.37,3.80,0.30,1.75,-3.78,7.59e-02,1.66e-04,Soluble,-3.55,1.29e-01,2.82e-04,Soluble,-4.88,6.04e-03,1.32e-05,Moderately soluble,High,No,Yes,No,Yes,No,No,No,-8.04,1,0,0,0,0,0.55,0,0,1,4.80
Z4927221870,O=C1NC(=O)CC(C1)C(=O)N1C[C@]23[C@](C1)(CCCC2)CN(C3)c1cc(=O)n2c(n1)cccc2,C24H27N5O4,449.50,33,10,0.54,3,5,1,131.05,104.09,2.49,0.01,-0.19,2.11,1.25,1.13,-2.66,9.85e-01,2.19e-03,Soluble,-1.75,8.04e+00,1.79e-02,Very soluble,-4.64,1.03e-02,2.29e-05,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-9.03,0,1,0,0,0,0.55,0,1,1,4.74
Z1069479500,CCc1noc2c1cc(cn2)C(=O)N1CCC(CC1)C(=O)c1ccc2c(c1)NC(=O)[C@H](O2)C,C24H24N4O5,448.47,33,15,0.38,5,7,1,127.04,114.63,3.03,2.45,2.29,1.32,3.20,2.46,-4.17,3.03e-02,6.75e-05,Moderately soluble,-4.50,1.42e-02,3.16e-05,Moderately soluble,-6.51,1.39e-04,3.10e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.30,0,0,0,0,0,0.55,0,0,1,4.04
Z4921677050,O=C(N1CC2(C[C@@H]1CNC(=O)c1nocc1C)CCOCC2)c1ccc2c(c1)cn[nH]c2=O,C23H25N5O5,451.48,33,15,0.43,6,7,2,121.97,130.42,2.41,0.94,1.28,1.29,2.72,1.73,-3.17,3.04e-01,6.73e-04,Soluble,-3.27,2.45e-01,5.43e-04,Soluble,-6.26,2.47e-04,5.47e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.39,0,0,0,0,0,0.55,0,0,1,4.44
Z4921677116,O=C(N1CC2(C[C@@H]1CNC(=O)c1cn[nH]c1C)CCOCC2)c1cc2ccccc2c(=O)[nH]1,C24H27N5O4,449.50,33,15,0.42,6,5,3,126.26,120.18,2.09,1.32,1.62,1.46,3.42,1.98,-3.40,1.79e-01,3.99e-04,Soluble,-3.44,1.61e-01,3.59e-04,Soluble,-6.63,1.05e-04,2.33e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.10,0,0,0,0,0,0.55,0,0,1,4.11
Z4921677164,O=C(N1CC2(C[C@@H]1CNC(=O)c1cccnc1F)CCOCC2)[C@H]1CCc2n(C1)c(=O)[nH]n2,C22H27FN6O4,458.49,33,11,0.59,6,7,2,118.52,122.21,2.71,-0.10,0.53,1.10,1.64,1.18,-2.47,1.55e+00,3.39e-03,Soluble,-2.01,4.44e+00,9.69e-03,Soluble,-4.52,1.38e-02,3.01e-05,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-9.17,0,0,0,0,0,0.55,0,1,1,4.79
Z4921677181,O=C(N1CC2(C[C@H]1CNC(=O)c1cncc3c1cc[nH]3)CCOCC2)c1ccc2c(c1)nn[nH]2,C24H25N7O3,459.50,34,18,0.38,6,6,3,128.12,128.89,1.57,1.24,1.89,1.15,2.70,1.71,-3.47,1.57e-01,3.42e-04,Soluble,-3.54,1.31e-01,2.85e-04,Soluble,-6.84,6.61e-05,1.44e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-8.22,0,0,0,0,0,0.55,0,0,1,4.03
Z4921677497,O=C([C@@H]1CCc2n(C1)ccn2)NC1(CN(C1)C(=O)c1cnc2c(c1)c(C)[nH]n2)c1ccccc1,C25H25N7O2,455.51,34,20,0.32,6,5,2,129.38,108.80,2.05,1.23,1.70,1.56,2.50,1.81,-3.48,1.51e-01,3.32e-04,Soluble,-3.11,3.52e-01,7.72e-04,Soluble,-6.83,6.82e-05,1.50e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-8.21,0,0,0,0,0,0.55,0,0,1,3.76
Z4921677687,O=C(c1cccc(c1C)O)N1CCC2(CC1)CCC[C@@H]2NC(=O)c1c[nH]c(=O)c2c1cccc2,C27H29N3O4,459.54,34,16,0.37,5,4,3,135.05,102.50,2.65,3.01,3.37,3.06,4.25,3.27,-4.60,1.14e-02,2.49e-05,Moderately soluble,-4.83,6.84e-03,1.49e-05,Moderately soluble,-7.34,2.09e-05,4.54e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.97,0,1,0,0,0,0.55,0,0,1,3.99
Z4921677900,O=C(N1[C@H]2CC[C@@H]1[C@H](C2)CNC(=O)c1cnc2c(c1)c(C)[nH]n2)c1ccc2c(c1)C(=O)NC2=O,C24H22N6O4,458.47,34,15,0.33,6,6,3,128.37,137.15,1.29,1.45,0.81,1.70,2.37,1.52,-3.53,1.36e-01,2.98e-04,Soluble,-3.94,5.31e-02,1.16e-04,Soluble,-6.35,2.05e-04,4.48e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.07,0,0,0,1,0,0.55,0,1,1,4.70
Z4921678246,O=C1COc2c(N1)c(ccc2)C(=O)NC[C@@H]1CC2(CN1C(=O)c1cnc3c(c1)c(C)c[nH]3)CC2,C25H25N5O4,459.50,34,15,0.36,6,5,3,131.76,116.42,3.03,1.86,1.61,1.39,3.23,2.23,-3.79,7.43e-02,1.62e-04,Soluble,-3.93,5.45e-02,1.19e-04,Soluble,-7.02,4.38e-05,9.53e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.78,0,1,0,0,0,0.55,0,0,1,4.24
Z4921678257,O=C(N1CC2(C[C@H]1CNC(=O)c1cccn3c1cnn3)CC2)[C@H]1CC(=O)c2c(O1)cccc2,C24H23N5O4,445.47,33,15,0.38,6,6,1,121.06,105.90,3.15,1.31,1.43,1.72,1.60,1.84,-3.37,1.91e-01,4.29e-04,Soluble,-3.13,3.27e-01,7.34e-04,Soluble,-5.45,1.59e-03,3.57e-06,Moderately soluble,High,No,Yes,No,No,Yes,Yes,Yes,-8.09,0,0,0,0,0,0.55,0,0,1,4.50
Z4921678420,O=C1CC[C@@H](C1)C(=O)N1CCc2c([C@@H]1CCNC(=O)c1cnc3c(c1)c(C)[nH]n3)cccc2,C25H27N5O3,445.51,33,15,0.40,7,5,2,127.55,108.05,1.62,1.69,2.18,2.04,3.79,2.26,-3.54,1.28e-01,2.88e-04,Soluble,-3.57,1.19e-01,2.67e-04,Soluble,-7.06,3.85e-05,8.65e-08,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.82,0,0,0,0,0,0.55,0,0,1,3.94
Z4921678447,Cc1cc(O)cc(c1)C(=O)N1CCc2c([C@H]1CCNC(=O)c1cccc3c1cn[nH]3)cccc2,C27H26N4O3,454.52,34,21,0.22,7,4,3,134.37,98.32,3.11,3.92,3.43,2.95,4.33,3.55,-5.12,3.43e-03,7.54e-06,Moderately soluble,-5.68,9.42e-04,2.07e-06,Moderately soluble,-8.32,2.17e-06,4.76e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.29,0,1,0,0,0,0.55,0,0,2,3.58
Z5889958807,CCOC(=O)Nc1nc2c([nH]1)cc(cc2)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C25H20FN5O3,457.46,34,25,0.12,7,6,3,127.46,112.76,2.28,4.19,4.99,3.99,5.44,4.18,-5.40,1.83e-03,4.00e-06,Moderately soluble,-6.27,2.47e-04,5.41e-07,Poorly soluble,-9.87,6.20e-08,1.36e-10,Poorly soluble,High,No,Yes,No,Yes,No,No,No,-6.12,0,0,0,0,0,0.55,0,0,2,3.33
Z6279896997,O=C1CC[C@@H](C(=O)N1)N1C(=O)c2c(C1=O)c(ccc2)n1nnc(c1)c1cncc2c1cccc2,C24H16N6O4,452.42,34,21,0.12,3,7,1,126.61,127.15,1.99,1.39,1.12,1.63,1.85,1.59,-3.78,7.51e-02,1.66e-04,Soluble,-3.66,9.81e-02,2.17e-04,Soluble,-6.90,5.70e-05,1.26e-07,Poorly soluble,High,No,Yes,No,Yes,No,No,No,-8.07,0,0,0,0,0,0.55,0,1,1,3.80
Z6279898031,O=C1CC[C@@H](C(=O)N1)N1C(=O)c2c(C1=O)c(ccc2)n1nnc(c1)c1ccnc2c1cccc2,C24H16N6O4,452.42,34,21,0.12,3,7,1,126.61,127.15,2.09,1.48,1.12,1.89,1.85,1.69,-3.84,6.59e-02,1.46e-04,Soluble,-3.76,7.91e-02,1.75e-04,Soluble,-6.90,5.70e-05,1.26e-07,Poorly soluble,High,No,Yes,No,Yes,No,No,No,-8.01,0,0,0,0,0,0.55,0,1,1,3.73
Z6284278353,O=C(Nc1cccc2c1CN(C2=O)[C@H]1CCC(=O)NC1=O)Cn1nnc(c1)c1ccc2c(c1)cn[nH]2,C24H20N8O4,484.47,36,20,0.21,6,7,3,134.29,154.97,1.01,0.24,0.12,0.96,1.22,0.71,-3.01,4.73e-01,9.77e-04,Soluble,-3.05,4.27e-01,8.82e-04,Soluble,-6.59,1.24e-04,2.55e-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-9.08,1,2,1,1,1,0.55,0,1,1,3.89
Z6284751887,O=C1CC[C@@H](C(=O)N1)N1Cc2c(C1=O)cccc2n1nnc(c1)c1n[nH]c2c1cccc2,C22H17N7O3,427.42,32,20,0.18,3,6,2,120.53,125.87,1.90,0.93,0.66,1.71,1.68,1.38,-3.34,1.95e-01,4.57e-04,Soluble,-3.16,2.96e-01,6.93e-04,Soluble,-6.25,2.43e-04,5.68e-07,Poorly soluble,High,No,Yes,No,Yes,No,No,No,-8.25,0,0,0,0,0,0.55,0,1,1,3.70
Z6284751897,CC(=O)Nc1ccccc1c1nnn(c1)c1cccc2c1CN(C2=O)[C@H]1CCC(=O)NC1=O,C23H20N6O4,444.44,33,17,0.22,5,6,2,125.20,126.29,2.43,0.44,0.55,1.59,1.40,1.28,-2.92,5.29e-01,1.19e-03,Soluble,-2.66,9.73e-01,2.19e-03,Soluble,-6.10,3.51e-04,7.89e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.70,0,0,0,0,0,0.55,0,1,1,3.89
Z8346701942,O=C1CC[C@@H](C(=O)N1)N1Cc2c(C1=O)cccc2n1nnc(c1)c1cc(N)ccc1Cl,C21H17ClN6O3,436.85,31,17,0.19,3,5,2,120.30,123.21,2.25,1.21,1.03,2.07,1.66,1.64,-3.52,1.32e-01,3.03e-04,Soluble,-3.39,1.76e-01,4.03e-04,Soluble,-5.98,4.57e-04,1.05e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.11,0,0,0,0,0,0.55,0,2,1,3.67
Z7056624010,O=C(N1CCO[C@@H](C1)Cn1nnc(c1)c1cccc2c1ccnc2)CCn1ccc2c1cccc2,C27H26N6O2,466.53,35,24,0.26,7,5,0,137.93,78.07,3.38,2.30,3.38,1.70,2.87,2.73,-4.23,2.77e-02,5.93e-05,Moderately soluble,-3.58,1.23e-01,2.65e-04,Soluble,-7.41,1.81e-05,3.87e-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-7.51,0,1,0,0,0,0.55,0,0,1,4.17
Z226329552,C[C@H]1[C@H](C)Oc2c1cccc2C(=O)N(Cc1nc2ccccc2c(=O)[nH]1)Cc1ccccc1,C27H25N3O3,439.51,33,22,0.22,6,4,1,128.19,75.29,3.82,4.14,4.35,3.72,5.13,4.23,-5.27,2.36e-03,5.36e-06,Moderately soluble,-5.43,1.64e-03,3.73e-06,Moderately soluble,-8.85,6.15e-07,1.40e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.04,0,0,0,0,0,0.55,0,0,2,4.02
Z226325778,O=C(N(Cc1nc2ccccc2c(=O)[nH]1)Cc1ccccc1)c1ccc(o1)c1ccccc1F,C27H20FN3O3,453.46,34,27,0.07,7,5,1,126.90,79.20,3.64,4.53,5.28,3.65,5.78,4.57,-5.63,1.06e-03,2.34e-06,Moderately soluble,-5.92,5.51e-04,1.22e-06,Moderately soluble,-10.24,2.58e-08,5.69e-11,Insoluble,High,No,No,No,Yes,Yes,No,Yes,-5.85,0,0,0,0,0,0.55,0,0,2,3.49
Z5129523130,O=C([C@H](N1Cc2c(C1=O)cccc2)Cc1ccccc1)N1CC(C1)c1[nH]c(=O)c2c(n1)n(C)nc2,C26H24N6O3,468.51,35,21,0.27,6,5,1,137.17,104.19,3.16,1.33,0.94,2.47,2.82,2.14,-3.63,1.10e-01,2.34e-04,Soluble,-3.12,3.56e-01,7.60e-04,Soluble,-6.64,1.08e-04,2.30e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-8.21,0,1,0,0,0,0.55,0,0,1,4.01
Z289537634,O=C(N1Cc2ccccc2[C@@H](C1)c1ccccc1)CCCc1nc2ccccc2c(=O)[nH]1,C27H25N3O2,423.51,32,22,0.22,6,3,1,130.20,66.06,3.34,3.40,3.89,3.99,5.58,4.04,-4.72,8.06e-03,1.90e-05,Moderately soluble,-4.47,1.45e-02,3.41e-05,Moderately soluble,-9.27,2.28e-07,5.38e-10,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.47,0,1,0,0,0,0.55,0,0,1,3.58
Z2087182409,O=C([C@H]1CCCN(C1)C(=O)c1ccc2c(c1)cn[nH]2)Nc1ccc2c(c1)C(=O)CC(O2)(C)C,C25H26N4O4,446.50,33,15,0.36,5,5,2,128.27,104.39,2.54,2.41,3.23,1.90,3.67,2.75,-4.13,3.29e-02,7.36e-05,Moderately soluble,-4.24,2.54e-02,5.70e-05,Moderately soluble,-6.97,4.76e-05,1.07e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.31,0,0,0,0,0,0.55,0,0,1,3.68
Z222948730,O=C(N1CCC[C@@H](C1)c1nnc2n1cc(cc2)C(F)(F)F)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H21F3N6O3,486.45,35,19,0.35,6,8,1,124.67,105.36,2.94,2.47,3.32,3.28,2.83,2.97,-4.42,1.86e-02,3.82e-05,Moderately soluble,-4.33,2.29e-02,4.71e-05,Moderately soluble,-6.13,3.64e-04,7.48e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-7.51,0,1,0,0,0,0.55,0,0,1,3.93
Z230134946,O=C(c1cc2ccccc2c(=O)[nH]1)NCc1cn(nc1c1ccccc1)Cc1ccccc1,C27H22N4O2,434.49,33,27,0.07,7,3,2,129.02,79.78,2.94,3.88,4.22,3.42,5.02,3.89,-5.12,3.28e-03,7.56e-06,Moderately soluble,-5.25,2.43e-03,5.59e-06,Moderately soluble,-9.87,5.83e-08,1.34e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.20,0,0,0,0,0,0.55,0,0,2,3.29
Z908356970,O=C(N1CCc2c(C1)cn[nH]2)C[C@]12C[C@@H]3C[C@H](C1)C[C@](C2)(C3)CC(=O)N1CCc2c(C1)cn[nH]2,C26H34N6O2,462.59,34,10,0.69,6,4,2,134.77,97.98,1.96,2.12,1.90,2.14,3.81,2.39,-3.87,6.31e-02,1.36e-04,Soluble,-3.81,7.19e-02,1.55e-04,Soluble,-5.78,7.73e-04,1.67e-06,Moderately soluble,High,No,No,No,Yes,No,Yes,Yes,-7.62,0,1,0,0,0,0.55,0,0,1,5.67
Z381165956,O=C(c1ccc(c(c1)N1CCCC1=O)Cl)Nc1ccccc1n1ncc2c1nc[nH]c2=O,C22H17ClN6O3,448.86,32,21,0.14,5,5,2,123.55,112.98,2.70,1.90,2.57,2.65,2.74,2.51,-3.98,4.75e-02,1.06e-04,Soluble,-3.90,5.71e-02,1.27e-04,Soluble,-7.11,3.49e-05,7.78e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.69,0,0,0,0,0,0.55,0,0,1,3.08
Z88397345,O=C(c1cc2c(cc1Cl)N1CCCCCC1=NS2(=O)=O)Nc1cc(ccc1N1CCCC1)C(F)(F)F,C24H24ClF3N4O3S,540.99,36,12,0.42,5,7,1,142.75,90.46,3.34,4.30,6.59,4.68,4.41,4.66,-5.82,8.19e-04,1.51e-06,Moderately soluble,-5.91,6.61e-04,1.22e-06,Moderately soluble,-7.59,1.39e-05,2.56e-08,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,No,-6.55,2,3,0,1,0,0.17,0,0,2,4.27
Z88992745,O=C1C[C@H](C)N(c2c(N1)cccc2)C(=O)CN1CCN(CC1)S(=O)(=O)c1ccc2c(c1)cccc2,C26H28N4O4S,492.59,35,16,0.31,5,6,1,149.39,98.41,3.34,2.53,2.28,1.73,1.54,2.28,-4.50,1.57e-02,3.19e-05,Moderately soluble,-4.24,2.81e-02,5.71e-05,Moderately soluble,-6.74,8.88e-05,1.80e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.51,0,2,0,0,0,0.55,0,0,1,4.07
Z909062852,O=C(c1cc2ccccc2c(=O)[nH]1)Nc1ccc(=O)n(c1)Cc1ccc(c(c1)Cl)Cl,C22H15Cl2N3O3,440.28,30,22,0.05,5,3,2,118.81,83.96,3.12,3.31,4.11,3.44,4.98,3.79,-4.87,5.97e-03,1.36e-05,Moderately soluble,-4.75,7.84e-03,1.78e-05,Moderately soluble,-8.87,5.90e-07,1.34e-09,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.64,0,0,0,0,0,0.55,0,0,1,2.93
Z226322746,O=C(N(Cc1nc2ccccc2c(=O)[nH]1)Cc1ccccc1)C1CCN(CC1)C(=O)c1ccccc1C,C30H30N4O3,494.58,37,22,0.27,8,4,1,147.94,86.37,3.48,3.69,3.63,3.57,5.01,3.88,-5.14,3.56e-03,7.19e-06,Moderately soluble,-5.19,3.16e-03,6.40e-06,Moderately soluble,-9.02,4.71e-07,9.53e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.70,0,2,0,0,0,0.55,0,0,3,3.26
Z131404742,Cc1cc(=O)c(nn1c1ccccc1)C(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,C24H23N5O3,429.47,32,21,0.25,4,4,1,125.82,92.99,2.90,2.90,2.28,2.29,2.63,2.60,-4.55,1.21e-02,2.81e-05,Moderately soluble,-4.51,1.32e-02,3.07e-05,Moderately soluble,-6.09,3.50e-04,8.15e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-6.86,0,0,0,0,0,0.55,0,0,1,3.25
Z131399366,Cc1ccc(cc1)NS(=O)(=O)c1cccc(c1)C(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,C26H26N4O4S,490.57,35,21,0.23,6,4,2,139.54,112.65,2.73,3.61,4.43,2.90,2.72,3.28,-5.20,3.07e-03,6.25e-06,Moderately soluble,-5.66,1.07e-03,2.17e-06,Moderately soluble,-7.67,1.06e-05,2.16e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.73,0,2,0,0,0,0.55,0,0,2,3.29
Z26495950,O=C(Cn1[nH]c(=O)c2c(c1=O)cccc2)Nc1ccc(c(c1)S(=O)(=O)N1CCCCCC1)C,C23H26N4O5S,470.54,33,16,0.35,6,6,2,130.72,129.72,2.16,2.25,2.71,2.56,2.28,2.39,-4.14,3.43e-02,7.28e-05,Moderately soluble,-4.61,1.15e-02,2.45e-05,Moderately soluble,-6.41,1.83e-04,3.90e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,No,-7.57,0,1,0,0,0,0.55,0,0,1,3.57
